x,y,t,z,target
2.257893958968835602e+00,2.595155852143510078e+00,3.665616914401252036e+00,3.812391100712052783e+00,2.227408154443859256e-02
3.958299457775887653e+00,2.665667034731480367e+00,1.814237748203603451e-01,8.876767700964759422e-01,1.666349186023669904e-03
1.131925655954836296e+00,3.903723327627854012e+00,1.243852732713648379e+00,2.043562123727995061e+00,4.563301614230533265e-02
1.708362077450389371e-01,6.412824961998581097e-01,3.994058978504441360e+00,1.299775045699435916e+00,4.353349216099192641e-03
1.979300572554189452e+00,2.907349248698518185e+00,1.550879764349612833e+00,1.455005907887705563e+00,2.648088359626639063e-02
1.986993472347257539e+00,2.813248591032760704e+00,3.031901179582051853e+00,3.462817686839509412e-01,4.702183509263238581e-02
3.891793061400721232e+00,3.278819058543442466e+00,1.267746564277554722e+00,1.761318576047692375e-01,1.840808489271155909e-02
1.717723257036926299e+00,3.373029720044364854e-01,1.326611547945163172e-01,1.037732982053818587e+00,3.750579167758260821e-05
3.710998270322413695e-01,3.348614887667980433e+00,3.970622461765551670e+00,6.196087212864312965e-01,1.215053383057840969e-01
1.460150866883091592e+00,1.434419842249103461e+00,6.471044695601190222e-01,1.951056621675504754e+00,3.053221184828851936e-03
2.835727881223849778e+00,2.512278706802239192e+00,3.907585728700569305e+00,1.821653567370505877e+00,2.730860168048038911e-02
3.897804742945633727e+00,1.689620179263393362e+00,1.937200316625985685e+00,1.185806201552530137e+00,6.311145146437366349e-03
2.605220698724481032e+00,3.627112773692176884e+00,3.627081341898847899e+00,1.486557265756281332e+00,6.230167511904758509e-02
1.490989261830989676e+00,2.510196991050337889e+00,2.792869335766434258e+00,2.416319571724940829e+00,3.020520535135708812e-02
2.598788483910189129e+00,1.105223016977010753e+00,1.572228333831539704e+00,2.877594550643984839e-01,3.700854835440416882e-03
3.027066558582219180e+00,1.492071473214010791e+00,2.718930299749058865e-01,2.832990855049034362e+00,7.327902105174772390e-04
3.743524755277564342e+00,1.522738899466400397e+00,3.532904875351952967e+00,3.389334666285523490e+00,5.265445733959325282e-03
1.151102751801641802e-02,1.811551543091167948e+00,3.167769081214418581e+00,2.145081770896032136e+00,2.797499240679189939e-02
6.453145083226191625e-01,3.105712738314693855e+00,1.965798534577974932e+00,1.413371228193384121e+00,5.534455676955778169e-02
3.103609557280030629e+00,1.226247171087713195e+00,1.125943250478864677e+00,3.793930347613516663e+00,1.575047334516295515e-03
3.376043438673029584e+00,3.600757118145995417e+00,3.429976886981499273e+00,3.733680007529780465e+00,3.010489288251151294e-02
2.461116506169896745e+00,2.323689671086700326e+00,1.361234265003307797e+00,7.813284183941532346e-01,1.430432140509195656e-02
3.365250152314619658e+00,1.507354407903422455e+00,1.785416011288970761e+00,2.816834001730240011e+00,4.079706896477435472e-03
1.982270679765900934e-01,1.290553251956864544e+00,6.118090705687232456e-01,3.941965400005282394e+00,2.259229281471862062e-03
1.011509209606453186e-01,3.483269355018933755e+00,3.383200730225149222e+00,1.066328402819605170e+00,1.249168108248299713e-01
3.596930471759420378e+00,2.394572365457927177e+00,1.738921857416151073e-01,3.976636044504739065e+00,8.003786693870977532e-04
4.462458322481757667e-01,3.323210119713489341e+00,4.900609009294562557e-01,3.402572672822955724e+00,1.249416898215683670e-02
2.757564464902064749e-01,1.724880483863097336e+00,2.675914121526646650e+00,2.160991777113263623e-01,2.755696163234542737e-02
4.651183759850212596e-01,2.680951282784271861e+00,1.422077144418451011e+00,3.846575045766174927e+00,2.033017803172739932e-02
5.005218888518495612e-01,2.297545002695265959e-01,2.731528619436938587e+00,3.016866464969512052e+00,2.953734405764249309e-04
6.228851444221562839e-02,2.336411353236455213e+00,3.128725614128720078e+00,2.883661881493200685e+00,3.903910766276150190e-02
3.312231996025635894e+00,2.174325903791168191e+00,1.405132490607714724e+00,2.682203589959774592e-01,1.049317236305821917e-02
2.970164279527281348e+00,1.399139901517498785e+00,3.054741236973745444e+00,1.889493296829563462e+00,7.054522630783896173e-03
2.684915037924335390e+00,3.176442163276009811e+00,1.828653818383669805e+00,2.771453448649416451e+00,2.288584114610387604e-02
2.025982716503611059e+00,1.926117337828495923e+00,2.910262564525189166e+00,1.569611732597243903e-01,2.156055394385894206e-02
2.117337680298162772e-01,1.128400853517575575e+00,2.017795327141397532e+00,1.981393224538351649e+00,7.707590926556587806e-03
1.837655841951592317e-01,3.361362729549267847e+00,2.562717887581992482e+00,2.238686903770154668e+00,7.843002018243536155e-02
7.849440472169642025e-01,2.354826701560547519e+00,6.877787699834688739e-01,3.332705170784912685e+00,8.019372287113695971e-03
2.815157708726743202e-01,3.808043784870677406e+00,8.820856302506875357e-01,1.988200745866758989e+00,4.105275079603318278e-02
7.335705630006218447e-01,8.999248633240950479e-01,2.224670683615238495e-02,2.605198619380506120e+00,4.566545835515235997e-05
3.981008099847528570e+00,2.151846569164264533e+00,1.945622323620873173e+00,3.689025456585462770e+00,6.146122191977123825e-03
3.345585633817703020e+00,2.414411115470741720e+00,1.212815975708220195e+00,8.065540750844799600e-01,1.063512676949388176e-02
3.470703841749243068e+00,3.055739374460050284e-01,2.876121067014769217e+00,5.169593278414728044e-01,3.387195813505211833e-04
1.561434146465261907e+00,3.232798648457414714e+00,3.364575605005129422e+00,1.172523727330209820e+00,6.822198401755084907e-02
2.045968114241947688e+00,1.079908831188156615e+00,2.024367705994721156e+00,9.751020934057110789e-01,4.787865945051863678e-03
1.807398467434496281e+00,1.166006708677958859e+00,1.028882683110321494e+00,6.912548467151267140e-01,3.421714811879385514e-03
3.632733768046593870e+00,1.531265253345848176e+00,2.246104154374214179e+00,2.223479662534927126e+00,5.273618923394397286e-03
2.033893298903980629e+00,1.934100720735701051e+00,2.341918160212529187e+00,3.620737429948045261e+00,1.041843540688541618e-02
1.736990030429202747e+00,3.555694543291597842e+00,3.742754178860659753e+00,4.116665840588543818e-02,9.289801675716487239e-02
3.173585119574600655e-01,1.138739229414485132e+00,3.577921991586237027e+00,3.513228622935582024e+00,8.067255645779616152e-03
2.121324253781882163e+00,2.572311534130113486e+00,2.101693646567355245e+00,1.617115990783697610e+00,2.487339834627041654e-02
3.202415419131539931e+00,2.447032550237271842e+00,1.304761500306695909e+00,2.827318816044209093e+00,8.571178418815807165e-03
2.443702394924748056e+00,2.932489784543120148e+00,1.195934500651303134e+00,3.850476348065100751e+00,1.147859199956017574e-02
3.128975373426681195e+00,6.829700210967062368e-01,3.151440844154000942e+00,2.702140059327847510e+00,1.388211625331873611e-03
3.015489019707005891e+00,2.091120500721252107e+00,8.435791420143368136e-01,1.599775954741614159e+00,5.594567533128054666e-03
3.075010875787846487e+00,3.343589163989701074e+00,2.689221521070731313e+00,9.383084240556877065e-01,4.170669867665847963e-02
1.278149179935341273e+00,1.799000860906580179e+00,2.778989744023058872e+00,3.157190199231108441e+00,1.406732001464823349e-02
2.904701672095285847e+00,6.912388397154123343e-01,1.240422153783447695e-01,5.666895980076622763e-01,1.089652177489933946e-04
3.763232275125926396e+00,3.826645728533969226e+00,1.439246334823313989e+00,1.316007865688254341e+00,2.570078068641892810e-02
3.703568195628464732e+00,6.203389152184176636e-01,3.634712061924822990e+00,3.607758349662006037e+00,8.565295965745398478e-04
8.135976570704860356e-01,3.633716311780481156e+00,3.987341946290902772e+00,3.129193821827522370e+00,8.097196407651197081e-02
3.224884707287968943e+00,3.001698217110726041e+00,1.615880373573767015e+00,1.633811180323290868e+00,1.954970805447798360e-02
3.500036247921543886e+00,1.415934461731980898e+00,2.832989993143778529e-01,5.522081392284126089e-01,8.729973937621001052e-04
3.684579305199669363e+00,1.911825635446116722e+00,3.923141880096813860e+00,2.563609722353258125e+00,1.062291650549786019e-02
8.457351215132719036e-01,2.143463206259306197e+00,2.124827247659900831e+00,2.503646884273511564e+00,2.159151415645804359e-02
1.003951926553956264e+00,2.956175347766154093e+00,3.896339663622624627e+00,2.657962850119468978e+00,5.547058999088945452e-02
3.894599640317998324e-01,2.468270720106191529e+00,8.597412196196017042e-01,9.459305147038202799e-01,1.920451851027786191e-02
7.650422607449510748e-01,1.353417884009994188e+00,1.236125499508175851e+00,3.221388109717802095e+00,4.759956433358508883e-03
8.181269596916762588e-01,5.352131348285315005e-01,1.593052300027776591e-01,3.526213509410794256e+00,9.235972669803943220e-05
2.748749456035731065e+00,3.519462236957255907e+00,5.890844828320814797e-01,2.024579639788766983e+00,1.123638173183800701e-02
3.001182266980337410e+00,1.243666096332292081e+00,3.560316481667121558e+00,1.717926521853086363e+00,6.200208347598187668e-03
1.400359284955138728e+00,1.517176574385146637e+00,3.870854883135332436e+00,3.561256203978673707e+00,1.064107828458086755e-02
3.384413263336115030e+00,3.491452152029498990e+00,1.559463467667628001e+00,3.052941281921360162e+00,1.842803388716069551e-02
1.280861927567647163e+00,1.834577725390583502e+00,2.486813777462020258e+00,1.401910282634869498e+00,1.909893282696850658e-02
7.996951813163961642e-01,4.716746587810848879e-01,1.083574710739313218e+00,3.183382914903401861e+00,5.108155208519743647e-04
2.163504301262978158e-01,2.752731198209983909e-01,2.371779749420515948e+00,9.810412157541950062e-01,6.070905701391184420e-04
2.957894423247491023e-02,3.434568685011294864e+00,1.454048745181702795e+00,6.807098759440631808e-01,6.950782327502627589e-02
6.103487500621334050e-01,2.191078792476051085e+00,2.156850102850306483e-01,2.681860424121629727e+00,2.675743139969789190e-03
3.416021208160180400e-01,2.864212622119978402e+00,2.280625249119083264e+00,2.922196561947687066e+00,4.328180098396377379e-02
6.996950178420111577e-01,4.772201536060213245e-01,5.979519577815598508e-01,1.132079450514805463e-01,4.990227795002392117e-04
2.144923920509322901e+00,1.365424752487038651e+00,2.086213187487109710e+00,2.114837802569572656e+00,6.324731672887991957e-03
3.481614256885752212e+00,1.232496504852321317e+00,4.724070458763601210e-01,3.554691048704453848e+00,6.454846646658059977e-04
2.820519604891779331e+00,1.065497911556922750e+00,3.460852256803263582e+00,2.377470464991028098e+00,4.178728312206628215e-03
3.250271267502912398e+00,1.503256690615276003e+00,1.849243176954058265e+00,1.428089150107439531e+00,5.635059586915979780e-03
1.879464185772801832e+00,1.902746583086095900e+00,3.111563332579519781e+00,1.705343503844790831e+00,1.890377438114348996e-02
3.293201000124470479e+00,3.764501344110655623e+00,7.981953376365547026e-01,2.665675418251675755e+00,1.288834826633013589e-02
3.359285105817046979e+00,8.862188697066215592e-01,3.124032511252516464e+00,8.261691030898807853e-01,2.997474992891673799e-03
2.343398734952144569e+00,3.911708639297777346e+00,2.896802299187962060e+00,2.018526115822768752e+00,6.288574410432801187e-02
1.620005929489618746e+00,1.269058262504241696e+00,3.860819282024731347e+00,3.924752767895609562e+00,6.467401877262252650e-03
4.293188068527362677e-01,1.625973443017809217e+00,3.403956801791795606e+00,1.141956638076144337e+00,2.449553426033256390e-02
2.959186932378892188e+00,4.839640524530289256e-01,3.477708692879259100e+00,3.100984572028496533e+00,7.106429650018976623e-04
1.755180625550599505e+00,1.776185820658774173e+00,2.398734821195839806e-01,1.735239644097424927e-01,2.029881755093576514e-03
1.334638317945059383e+00,6.743682629032802245e-01,3.726191515509101659e+00,2.931210450683057633e+00,2.413667265189352231e-03
3.545544331926951287e+00,3.952808849327484442e+00,3.306107803425514913e+00,9.244829911677430179e-01,5.756237349839608830e-02
1.966941911630208040e+00,9.856617380268123396e-01,2.590030165437151588e+00,2.227083313851531354e+00,3.988007525960749790e-03
3.745187511919360723e+00,2.686479149899844154e-01,3.339732074105106641e+00,1.569839584142549205e+00,2.293634411000644937e-04
3.584436002519930220e+00,1.346065278567376219e-02,2.231615430320647686e+00,2.071928001984611800e+00,4.237438633354408679e-07
1.536982063459291892e+00,2.582553599034351777e+00,3.497302852409941654e+00,2.529759947514618190e+00,3.515753052791913136e-02
1.692648932873767276e+00,2.566584996879600844e+00,2.537204786297944104e+00,1.112976427232694188e-01,3.875165034550336757e-02
3.996101913956854101e+00,1.666268166132793827e+00,3.009173945865661448e+00,2.586185717340950055e-02,9.203007919200060713e-03
1.187511291682440406e+00,1.119365326866188726e+00,2.995559502088215975e+00,1.203172421782630730e+00,8.517277587491956306e-03
3.447422363441378312e+00,2.848141980469416912e-01,1.867557504224086173e+00,3.842479583078490801e-01,2.184872484530249015e-04
1.010638889698662224e+00,1.873953640006127186e+00,2.329228638232688553e+00,3.349578258367893024e+00,1.402881438365225809e-02
3.195538513016543458e+00,7.101788239013965276e-01,1.508659557932314987e+00,3.511002355869206948e+00,7.098969153711691708e-04
3.625385022771379973e+00,2.499490533277553883e+00,2.919539234006468309e+00,1.589142430114668825e+00,1.895334606823565263e-02
3.422795270743384410e+00,2.433151269568628372e+00,3.751164036617575359e+00,6.663631263576788033e-01,2.489207816908974025e-02
7.708945008844271252e-01,2.818312668653105479e+00,3.508153337879314382e+00,2.360575209545274222e-01,7.446244769683456333e-02
1.926635428919061921e+00,2.366299710997052053e+00,2.308917893953506439e+00,8.712171973472719877e-01,2.669372437291737954e-02
6.382711856728513489e-01,2.697410330920177124e+00,1.323455565288004010e+00,2.276637317754480527e+00,2.554287028185106903e-02
1.912873151974125996e+00,2.311813312625732753e+00,3.501615449083028131e-01,2.008804176011333542e+00,3.739038708570594643e-03
5.924664219335125104e-01,1.669245803145682217e-01,1.619738004278357679e-01,3.725231243444968587e+00,9.377080449473954840e-06
4.376413230290106537e-01,3.112793255764790601e+00,3.816746167242595078e+00,2.734520358587265054e+00,7.103214003040926594e-02
2.634305244913459632e+00,1.223946947987289313e+00,3.250411205093761691e+00,1.323777155608165224e+00,6.802083342070446188e-03
2.283330099405625813e+00,6.067663756624170901e-01,1.797246982887862776e+00,6.026748738137390760e-01,1.334255361945201794e-03
6.937788748047716281e-01,7.875988743995530061e-01,2.983848038490830135e+00,1.677402318688876737e-02,5.511923336427121574e-03
4.780497881309404840e-02,3.803726059522858360e+00,3.058591210101754498e+00,8.955587487429602853e-03,1.584953960743953338e-01
2.375836565444692461e+00,2.431570391052006452e-01,1.808519574233679705e+00,2.319985827848942694e+00,1.602173390661864650e-04
3.055489119894707617e+00,8.586795923650263063e-02,5.190856413668669678e-01,5.369783162976226043e-01,6.694361336849511525e-06
9.086337565515352210e-01,1.746563929293424078e+00,1.561630885018636450e+00,3.466268809196844547e+00,8.871272768098733413e-03
2.137228907161536462e+00,2.829877801046244645e+00,8.050472960621812835e-01,3.241952952600684945e+00,9.167929715802117241e-03
3.785072756878982592e+00,2.301822746391750218e+00,9.254883989560472868e-01,4.721264259133063912e-01,6.815559143243906867e-03
3.262695172637287921e+00,3.194118457418572810e+00,2.470876489067351134e+00,3.358122936790069405e-03,3.704042439001400261e-02
8.515948920171503289e-01,3.089563892076656160e+00,9.026346068088960881e-03,1.577363132073269059e+00,2.563685431380680318e-04
3.931180198688745131e-01,2.001851207566555935e-01,3.609543533891947931e+00,2.488432434492948708e+00,3.052024918453394905e-04
3.279992837843794362e+00,3.715139877874119811e+00,2.145788722567008477e+00,1.009674218780575616e+00,4.076991904235696684e-02
2.888957868708009080e+00,3.311973417692153365e+00,6.952231415010423632e-01,3.529183575306437781e+00,8.175509379828742318e-03
1.550648901376999289e+00,2.610059615674591882e+00,9.366219573354004346e-01,2.597145340348320453e+00,1.235489699771637716e-02
5.170777465600047140e-01,3.403045858889737207e+00,2.300910626046472451e+00,4.940080700230604638e-01,8.755115761843634825e-02
5.617166773825562620e-01,8.791039106288446314e-01,2.982724104842121027e-01,1.958380137632425466e+00,6.979793704427376217e-04
4.015992656198009159e-01,1.257218613681260644e+00,9.617329789134723139e-01,2.152935577864713679e+00,4.541139659128601985e-03
2.081169385953541617e+00,3.609328501059311911e+00,2.950043123562178793e-01,2.471386500498482075e+00,6.668583022219930385e-03
2.804929325600193035e+00,3.300208484215088500e+00,3.714516652552287024e+00,1.729093306566230615e+00,4.720562986122922577e-02
2.522619964515300239e+00,2.103988876120095330e+00,3.521423299906369042e+00,2.353958120348448535e+00,1.806590079045899619e-02
3.044423944522023362e+00,1.592317863270243106e-01,3.267134701679280440e+00,3.188542491082834829e+00,7.110615799313293323e-05
3.149488770920843894e+00,2.190171574428454448e-01,2.531057884234106936e-01,2.972397387194102070e+00,1.375015407074476104e-05
3.472321210396376312e+00,3.980515141442873439e+00,2.535898500959657298e+00,3.904784638616727310e+00,2.865121153489433997e-02
3.140706063999753717e+00,1.622885043211169220e+00,1.482295139308507537e+00,8.119427024005503313e-01,6.116092850487850341e-03
3.659668485139667915e+00,1.447580284797327810e+00,1.713017807695134564e+00,1.211152672715322121e+00,4.479199238511977210e-03
9.417557036476075227e-01,1.177695636888644204e+00,3.408991504435527009e+00,3.424089494024694869e+00,7.109935078424794823e-03
2.578626889640037501e+00,1.429279965750409165e+00,9.030283900838523281e-02,2.781982317785173464e+00,2.588178359686097102e-04
7.395692502045921879e-01,2.972512761096377965e+00,3.079824365966303823e+00,1.267738186943138778e+00,6.921622124338006055e-02
1.841122716776511403e+00,3.063484335550741289e+00,3.792754732021117459e+00,1.881650183227242978e+00,5.339392340684221555e-02
2.238809053014577888e+00,3.448826267832856285e+00,1.498102970657278155e+00,3.968886002547171277e+00,2.020627273572936713e-02
3.104947828617736327e+00,7.575840710539863410e-02,1.706645415975570845e+00,3.708045797595633353e+00,8.857738654091148103e-06
3.733193865241962506e+00,2.022884559354355183e+00,4.244416796536638059e-01,5.686139234124776287e-01,2.477750708153299807e-03
1.365105380488334241e-01,1.008951626485921738e+00,3.139389240964404859e+00,2.434959143064916176e-01,1.084890020072261374e-02
3.986885258675601840e+00,1.324797562853728072e+00,2.514063152073182206e+00,3.087796007140338528e+00,3.210855153391020244e-03
3.454176867192834788e+00,3.795971339859514515e+00,2.163311442552437125e+00,2.197535080741647384e+00,3.340131985109733720e-02
3.586580784111615960e-01,4.483613849359154302e-01,1.444001677194506783e+00,2.385326023574738663e+00,8.116567764140127355e-04
3.655840217436433726e+00,3.025375682815496070e+00,1.462797841531209730e+00,3.817282704999543252e+00,1.025150731497339630e-02
1.697598205213280309e+00,1.150355656243967184e+00,3.959149945029730056e+00,7.330565347774230245e-02,1.007752028124438842e-02
1.218179097742782130e-01,9.502692587048641726e-02,1.623248854486121662e+00,1.846755268913324644e+00,4.808391531699767244e-05
2.546375011796570220e+00,4.420755187188362689e-01,3.678053195419332955e+00,3.650267724401946801e+00,6.136911045476602187e-04
1.123893266646705413e+00,2.152557125092731116e+00,2.827152575793347555e+00,3.279995120292116262e+00,2.076725939609858421e-02
5.408911761592282569e-02,9.234765046775815778e-01,3.228245786328482136e+00,2.280778772790115483e-01,9.479041574060632913e-03
1.509974316890792201e+00,9.162925441086167133e-01,3.386741202368269033e+00,1.276914254803772630e+00,5.502747783629708539e-03
3.087893052359394819e+00,7.793085434504798403e-01,1.816439479913581456e+00,2.138077938016693214e+00,1.382844546484482493e-03
1.594482589383200866e+00,3.883972723830769969e+00,3.829249837184840466e+00,2.323939703336003415e+00,8.527370769810090068e-02
2.220036209896178114e+00,1.287374819601240006e+00,3.826367632726856427e-01,3.269670896627526524e+00,8.874294194335053060e-04
2.397139866207964154e+00,2.861684262173941118e+00,5.538459704421377916e-01,9.639725191771775226e-01,9.200848103073241968e-03
2.758260992837036518e+00,3.121655881277126898e+00,3.602234838497549774e+00,3.958195342675590034e+00,2.672448672615856599e-02
3.600338804412641647e+00,2.801766383369671765e+00,2.754237090632820628e+00,5.348717299975475070e-01,2.658725389815162418e-02
1.112661839999379509e+00,7.541163184892104576e-01,2.984338768911989792e+00,2.978632598963210310e+00,2.825681601757110747e-03
2.571847283426400566e+00,4.096167048131638677e-01,3.568865995531798951e+00,1.022583487017544757e+00,8.515810766309933437e-04
3.093742081888029016e+00,2.244006129192642529e+00,3.648717850221930181e+00,3.994343487252030478e+00,1.248232195288777151e-02
3.866536327290537756e+00,7.448031651651985108e-01,3.648509027217242684e-01,3.033172374612081335e+00,1.820447924560078176e-04
3.811423225709451135e+00,1.301809441027071301e+00,3.180036361917631726e+00,1.801452184864877681e+00,4.936384721260218475e-03
9.731987728124384951e-01,3.991857154370542560e+00,2.063618580686616966e-01,1.751143239962901443e+00,9.148011259296652889e-03
2.742407073408680951e+00,8.267145771658925835e-01,6.731282183996001311e-01,2.413548043394848630e+00,6.553390929039553704e-04
1.170652551978740297e+00,1.343600488756995670e+00,3.943035293867901636e+00,3.869312597125235814e-02,1.610904350174532582e-02
1.105820929061666485e-01,9.693086150216808639e-01,1.312004545034071601e+00,1.217967848145524945e+00,4.606614301006529792e-03
3.541876968735481412e+00,2.200894758419045694e+00,8.150574005626316509e-01,6.272189670653774973e-01,5.845255838967624261e-03
3.409908422565019137e+00,1.844356387216330884e+00,2.380078642928456389e+00,3.889680696990588160e+00,6.008174089379605953e-03
3.971451345561439084e+00,2.946165574091960782e+00,2.701500271480879345e+00,1.291189158566827366e+00,2.365281462279309604e-02
2.210543928775616784e+00,3.209643122381379499e+00,3.854393783373272431e+00,3.256275767942662380e+00,3.979785209532599871e-02
2.887449889885520538e+00,2.261221493878954103e+00,2.475025604184077466e+00,8.625845409325473279e-01,1.923473262983975765e-02
7.052901742322688072e-01,2.628033428835126806e+00,1.221900121098381753e+00,7.531532571913708285e-01,2.818466513841507565e-02
2.876796747532180731e+00,3.101436216073671925e+00,2.671080743905814625e+00,1.668451888724086452e+00,3.402154960825001795e-02
3.125096591071929719e+00,2.854628375398710283e+00,3.018690286643419096e+00,3.608806092168971080e+00,1.945904340672589827e-02
2.098482677391392492e+00,3.744308335994587900e+00,2.760256348715025787e+00,3.356754355424110603e+00,4.542062591786643483e-02
2.766360918711864958e+00,1.420251310492777863e+00,3.150809167168852620e-02,1.003715213010537566e+00,1.158744151619428374e-04
1.582996496326699809e+00,3.411180200196439749e+00,2.048147502423001587e+00,9.085697055308160630e-01,5.586277682916145071e-02
8.984476529932052813e-01,1.953921810209191978e+00,1.224574802683889851e+00,3.660590762416196853e+00,8.603698601457203388e-03
9.541411991078881105e-02,9.940254768490127679e-01,3.882207390736326591e+00,3.838326921046906204e+00,6.392027044405328151e-03
2.986515519841633992e+00,8.229966011188446506e-01,2.428164053939138867e-01,2.960748531084870461e+00,1.961209597472025141e-04
2.005215448204639817e+00,3.342753409457464853e-02,3.642623391068245731e+00,1.686459579011281074e+00,6.142274730808375278e-06
2.557400778594736690e-01,2.962517996948514920e+00,2.721118300723758932e+00,4.054264848672136656e-01,8.141336125366831211e-02
1.725911872031324235e+00,5.784357322118083289e-01,1.096693691869145670e+00,2.095099383185094144e+00,7.391472674808137596e-04
2.559590863413722772e+00,2.217410851040064745e+00,8.653577128407884400e-01,3.503661547264123488e+00,5.023408961754593539e-03
3.019503232297589879e+00,1.448369207744382159e-01,1.935082418709932750e-01,1.260598565849921027e+00,6.614066481511005427e-06
1.794291569815056553e+00,2.113231708660621155e+00,3.322790885216371670e+00,1.499146415069594562e+00,2.570380864481262850e-02
1.649054577742292249e+00,7.136545082201122270e-01,7.826180367647259661e-01,3.718556223775074887e+00,5.936109750735037681e-04
2.966100257176565336e+00,1.687282615281481934e+00,1.832173787645632768e+00,2.436469394371800323e+00,6.379199688042398557e-03
9.646727837513018322e-01,1.601582478778073693e+00,3.980020096394681239e+00,1.062903410999638698e+00,2.209090691824489028e-02
9.268529142727390813e-01,2.605902380448851030e+00,2.059513428105647748e+00,1.752021658189406361e+00,3.513503995433330668e-02
2.374643916259396303e-01,1.205112109194113268e+00,3.096413771933331116e+00,1.386282495948793825e+00,1.303474809897545682e-02
2.735671041967272732e+00,4.281760984109320711e-01,3.700033754844302525e+00,3.316718319870846976e+00,5.856503998079106875e-04
2.420288544287581001e+00,2.545174909878571423e+00,3.832273435287426366e+00,3.289288365462559760e+00,2.326904275381683207e-02
7.560308750316453719e-02,3.946995711491591674e+00,2.594280979203321458e+00,2.362630239290445910e+00,1.098862036963235422e-01
1.304299300449409449e+00,2.992008539720182103e+00,3.239812216531321454e+00,1.778672750877279718e+00,5.614043763755529465e-02
7.470481698087718669e-01,2.558886407788964146e+00,2.882758650075190499e+00,3.703444754167015240e+00,3.040984997045437579e-02
2.778027066830713654e+00,5.691023482874224548e-01,1.894422018001697960e+00,2.110032724481484490e+00,8.422251184978575165e-04
2.054532550107391220e+00,3.474869382332223200e+00,3.350682386913896860e-01,3.233239881424848861e+00,6.003358696626752249e-03
1.641837248239990998e+00,2.793538405432281380e+00,1.846790336905088870e+00,1.380661459693846238e+00,3.172593500975721958e-02
1.232868605929083428e+00,1.023334787261033663e+00,2.630741855750451830e+00,2.511846059743267023e+00,5.110698035307931382e-03
3.062242411951275223e+00,2.387333327984318743e+00,3.214843802907343395e+00,9.094474616797292021e-02,2.588692096052747083e-02
6.022510711361759306e-01,3.699487739628688487e-01,9.694275120724665795e-02,2.876971667252015585e+00,3.299394998820974126e-05
3.275341878310119442e-02,3.420678021622439502e+00,2.076883232873394380e+00,4.288315573198290265e-01,9.519237360430742034e-02
3.716624137726460386e+00,3.578565724373552470e+00,6.686288743745002483e-01,3.361661097376751339e+00,7.430634408476228733e-03
2.152169184130691804e+00,9.676256441992414636e-01,1.389013113741579986e+00,3.015530935210161800e+00,1.865076705072093392e-03
2.252343159365403913e-01,3.839030108958260357e+00,8.892282523706963593e-01,2.373848238985187376e+00,3.965570958046257116e-02
1.972824857258709708e+00,2.918063282549862691e+00,5.217273983234501644e-01,3.598378097538177833e+00,6.217083041257218980e-03
2.176427055461017446e+00,3.996857691443952643e+00,2.366791827380998914e+00,3.168460808403032125e+00,4.734092368379004545e-02
3.464989331310563414e-01,3.693351581271932638e+00,1.471990628887638319e+00,2.178811286811196624e+00,5.859108828551239101e-02
3.706410741060118141e+00,3.670614319055390151e+00,1.802200248325042109e+00,1.470998806790441371e+00,2.849155083310011063e-02
2.620261778208526238e+00,1.122731096539054008e+00,3.333734014001308754e+00,1.655926979824017709e+00,5.528448150745607879e-03
1.099858427495543189e+00,1.763197409081309175e+00,2.399755668669804720e+00,2.301435881746065171e+00,1.545456969175145259e-02
1.829071800893448785e+00,2.997411220530127873e-01,1.987952508829294196e+00,1.966848300917246606e-01,4.199386097445047955e-04
9.766755545691191420e-01,3.842984484700464165e+00,3.791433937952049416e+00,1.644025428213799156e+00,1.135096914524041795e-01
1.851352914554530438e+00,5.518589334648362765e-01,7.033751800519936204e-01,8.898266898530554636e-01,5.137463153430537905e-04
2.844181054204105052e+00,3.943025179397244173e+00,2.207436583324537960e+00,2.517912597032131217e+00,4.118391494095510058e-02
2.298988913107677057e+00,1.000240436630089436e+00,1.903144419878026072e+00,2.062517267152193801e-01,3.918615352767963571e-03
3.820887900376293445e+00,1.614225211380352132e+00,1.297735328982446257e+00,1.101316637676218679e+00,4.224236649822413897e-03
6.512510948915205544e-01,2.898081477242743897e+00,2.681133111743783548e+00,6.532205380141367090e-01,6.687283910095621897e-02
3.118804269433526510e+00,2.457228204176436837e+00,1.279697599908277583e+00,3.475346218553827082e+00,7.565611930304513844e-03
2.673056822698412383e+00,1.856351789366514349e-01,3.004375902300625789e+00,3.325472000828488817e+00,9.982456796908080931e-05
2.367221225151420860e+00,9.370053108229483563e-01,2.315338028878869192e+00,3.331499237233941924e-01,3.883692190963209008e-03
1.615774611408487882e+00,4.174861290789687041e-01,2.405864995796476169e+00,5.514094575701989909e-01,9.736597587070936616e-04
6.191648388447706410e-03,3.858162734305594643e+00,2.739314830175954896e+00,2.944007919951411090e+00,9.833664429528732320e-02
1.685554099485143009e+00,7.275323108539047956e-01,2.217746906578689225e-01,2.610163760635059838e+00,2.230514643529880707e-04
8.581779324947612642e-01,1.081361558947954438e-01,2.653206356717741965e+00,3.700991077818689967e-01,8.929459023578130059e-05
2.466131706540006796e+00,1.156981669959905590e+00,1.983625187039300242e+00,3.304479926676683110e+00,3.084578887634663400e-03
3.321926624464329514e+00,1.887301374682044397e+00,1.532214185850898414e+00,2.618973690078636452e+00,5.932785772496796881e-03
